id,cltv
89567,108871.3945
89568,110552.0633
89569,80766.56271
89570,115151.0905
89571,122668.3088
89572,51867.44008
89573,43502.61127
89574,50099.23115
89575,123005.2201
89576,114453.1859
89577,43524.52836
89578,99359.62892
89579,122668.3088
89580,115029.553
89581,122668.3088
89582,43420.12113
89583,110828.2385
89584,88092.75119
89585,50086.55879
89586,51822.81153
89587,52954.61315
89588,43724.92691
89589,52375.60019
89590,100912.158
89591,122896.0374
89592,116898.7523
89593,114453.1859
89594,98601.49261
89595,114453.1859
89596,84132.05576
89597,51460.8068
89598,116382.6372
89599,109450.9332
89600,107088.5807
89601,114929.3645
89602,109740.7493
89603,114353.4994
89604,121983.9481
89605,109454.1722
89606,114353.4994
89607,122559.4252
89608,122896.0374
89609,88555.63927
89610,102123.9765
89611,122559.4252
89612,122896.0374
89613,114353.4994
89614,53671.81858
89615,109042.6199
89616,128629.0863
89617,44830.66387
89618,77474.78647
89619,52087.69074
89620,101800.533
89621,122559.4252
89622,125582.5939
89623,123005.2201
89624,122668.3088
89625,51401.90947
89626,114353.4994
89627,43627.67648
89628,51701.76457
89629,122559.4252
89630,122668.3088
89631,122668.3088
89632,44605.67581
89633,114353.4994
89634,123005.2201
89635,129011.4273
89636,114453.1859
89637,44684.61392
89638,84132.05576
89639,109450.9332
89640,114353.4994
89641,52568.08629
89642,52588.83121
89643,77938.65125
89644,121380.4026
89645,122668.3088
89646,121373.3699
89647,43903.91613
89648,43489.2974
89649,93015.25664
89650,114673.9932
89651,77493.56375
89652,84326.27005
89653,107552.2868
89654,122559.4252
89655,122668.3088
89656,93664.69715
89657,44514.84355
89658,122896.0374
89659,129850.0025
89660,114453.1859
89661,116169.6418
89662,122559.4252
89663,51930.8
89664,53754.23434
89665,101015.4726
89666,51182.94586
89667,52749.72173
89668,122668.3088
89669,101534.691
89670,122559.4252
89671,114574.1144
89672,94916.87085
89673,52285.18448
89674,123005.2201
89675,119470.5802
89676,52080.04612
89677,52586.22284
89678,107852.0018
89679,123005.2201
89680,43837.22625
89681,101347.7773
89682,44523.13895
89683,106810.709
89684,101534.691
89685,109331.3548
89686,51599.08298
89687,52588.83121
89688,114453.1859
89689,51641.04512
89690,109617.6103
89691,53426.3397
89692,114453.1859
89693,115251.4723
89694,101730.1642
89695,114673.9932
89696,114353.4994
89697,51635.07557
89698,109960.9568
89699,43931.81551
89700,52152.97508
89701,80680.46719
89702,115029.553
89703,43697.01532
89704,115029.553
89705,107665.9241
89706,92926.2535
89707,44624.57413
89708,109454.1722
89709,52901.21859
89710,109328.1195
89711,110346.5233
89712,122668.3088
89713,110353.5503
89714,122668.3088
89715,122559.4252
89716,51073.63276
89717,115029.553
89718,108837.9281
89719,122559.4252
89720,51666.40398
89721,115151.0905
89722,43865.3201
89723,80752.86194
89724,87473.08916
89725,122668.3088
89726,44546.53035
89727,44039.89069
89728,51505.97516
89729,115029.553
89730,80733.29491
89731,114929.3645
89732,43627.67648
89733,115029.553
89734,122668.3088
89735,107552.2868
89736,77576.25846
89737,115251.4723
89738,52203.27122
89739,44781.79363
89740,114353.4994
89741,93066.27194
89742,123005.2201
89743,122559.4252
89744,43524.52836
89745,122668.3088
89746,51565.62914
89747,114453.1859
89748,107186.8916
89749,51641.04512
89750,125174.0269
89751,120403.0849
89752,43542.96936
89753,114929.3645
89754,107208.5788
89755,128629.0863
89756,51827.71452
89757,122668.3088
89758,114353.4994
89759,107644.3303
89760,51930.8
89761,122559.4252
89762,115029.553
89763,90743.15493
89764,84132.05576
89765,128869.9408
89766,122592.3274
89767,122592.3274
89768,88907.82627
89769,109023.4365
89770,53625.06733
89771,122559.4252
89772,114353.4994
89773,122559.4252
89774,114453.1859
89775,114453.1859
89776,129021.5282
89777,84326.27005
89778,129850.0025
89779,44500.64106
89780,52938.61774
89781,90999.22028
89782,100394.2795
89783,114929.3645
89784,77563.09889
89785,107278.6224
89786,107453.6408
89787,90743.15493
89788,115029.553
89789,51805.05782
89790,122668.3088
89791,51195.91008
89792,107088.5807
89793,128869.9408
89794,122896.0374
89795,88296.10853
89796,52122.40618
89797,114929.3645
89798,43800.2263
89799,52295.40476
89800,114929.3645
89801,115664.7102
89802,128629.0863
89803,122668.3088
89804,115029.553
89805,122668.3088
89806,115243.816
89807,109331.3548
89808,50225.08085
89809,122668.3088
89810,90743.15493
89811,84132.05576
89812,53063.54403
89813,52991.30106
89814,52073.27007
89815,51573.8487
89816,109647.6112
89817,123005.2201
89818,51447.16432
89819,116695.578
89820,43448.50537
89821,51215.46765
89822,51889.95026
89823,44744.96297
89824,109328.1195
89825,50176.72877
89826,122559.4252
89827,107644.3303
89828,109454.1722
89829,116898.7523
89830,43596.64328
89831,122896.0374
89832,85569.23965
89833,53280.69206
89834,122559.4252
89835,52577.01607
89836,105719.1704
89837,85328.45388
89838,44660.44981
89839,107093.534
89840,122559.4252
89841,51706.32699
89842,51629.53767
89843,122559.4252
89844,43599.17519
89845,43627.67648
89846,109617.6103
89847,80680.46719
89848,43702.5853
89849,51571.06428
89850,53059.74374
89851,128381.4489
89852,107093.534
89853,114453.1859
89854,102272.0377
89855,94521.95278
89856,122668.3088
89857,51371.17522
89858,88296.10853
89859,77493.56375
89860,53179.71349
89861,114929.3645
89862,115029.553
89863,100762.4763
89864,77563.09889
89865,44706.9765
89866,107660.9443
89867,122896.0374
89868,50176.72877
89869,108837.9281
89870,129223.2093
89871,51617.71085
89872,122559.4252
89873,122896.0374
89874,80752.86194
89875,84379.34701
89876,122559.4252
89877,52095.73297
89878,51318.87816
89879,43524.52836
89880,44495.87764
89881,124491.3287
89882,114353.4994
89883,101707.104
89884,94521.95278
89885,107618.9215
89886,84132.05576
89887,114453.1859
89888,115151.0905
89889,122896.0374
89890,84132.05576
89891,114666.3753
89892,52122.40618
89893,116114.7074
89894,43601.8689
89895,53046.79027
89896,122668.3088
89897,114353.4994
89898,51884.29171
89899,114453.1859
89900,77493.56375
89901,115767.4684
89902,107738.1682
89903,129011.4273
89904,77563.09889
89905,51912.31088
89906,109450.9332
89907,88092.75119
89908,44555.07034
89909,122559.4252
89910,114453.1859
89911,116323.5841
89912,116695.578
89913,51862.61049
89914,116693.7522
89915,114929.3645
89916,122559.4252
89917,121749.0652
89918,128627.9679
89919,123005.2201
89920,50082.12673
89921,114353.4994
89922,116072.0554
89923,109740.7493
89924,123005.2201
89925,44735.66198
89926,51675.12272
89927,84132.05576
89928,114353.4994
89929,123005.2201
89930,94521.95278
89931,123005.2201
89932,123005.2201
89933,44876.53874
89934,109740.7493
89935,123139.6881
89936,52266.45275
89937,94431.50793
89938,109219.5568
89939,122668.3088
89940,51373.36843
89941,114673.9932
89942,101536.5556
89943,123005.2201
89944,114929.3645
89945,125098.2313
89946,77563.09889
89947,122668.3088
89948,115055.5102
89949,109454.1722
89950,101543.3012
89951,52762.72937
89952,114453.1859
89953,114453.1859
89954,84132.05576
89955,88092.75119
89956,114929.3645
89957,44759.05452
89958,109617.6103
89959,100653.7046
89960,115029.553
89961,51573.23609
89962,114453.1859
89963,51318.87816
89964,84326.27005
89965,107644.3303
89966,100724.5406
89967,84379.34701
89968,114574.1144
89969,120614.1935
89970,115029.553
89971,52389.5638
89972,109047.9023
89973,51340.95909
89974,123005.2201
89975,122668.3088
89976,44465.7495
89977,85328.45388
89978,123005.2201
89979,109524.5768
89980,109740.7493
89981,52095.03209
89982,114666.3753
89983,51901.21947
89984,129011.4273
89985,116695.578
89986,122226.9738
89987,51641.04512
89988,51549.34832
89989,44116.94694
89990,114453.1859
89991,84132.05576
89992,114353.4994
89993,122668.3088
89994,51666.74681
89995,51770.34226
89996,44645.98468
89997,114353.4994
89998,44508.93382
89999,123005.2201
90000,43552.98085
90001,51782.72026
90002,109454.1722
90003,122559.4252
90004,122896.0374
90005,109165.113
90006,51538.67587
90007,122559.4252
90008,109454.1722
90009,52073.27007
90010,52364.31862
90011,51618.82434
90012,114453.1859
90013,115029.553
90014,122668.3088
90015,51599.08298
90016,107093.534
90017,109617.6103
90018,84496.18624
90019,43761.62894
90020,52309.08319
90021,107260.4253
90022,44064.05176
90023,114453.1859
90024,100207.6249
90025,122668.3088
90026,114929.3645
90027,107759.7807
90028,53473.257
90029,52930.03609
90030,53111.60481
90031,129850.0025
90032,44854.7227
90033,107572.1412
90034,77493.56375
90035,110346.5233
90036,123005.2201
90037,52577.01607
90038,107278.6224
90039,51360.62191
90040,121380.4026
90041,50264.2763
90042,114353.4994
90043,114453.1859
90044,109328.1195
90045,128381.4489
90046,51935.83959
90047,107453.6408
90048,123005.2201
90049,52295.40476
90050,123005.2201
90051,52122.40618
90052,52595.24034
90053,52821.03701
90054,122896.0374
90055,53045.79947
90056,109042.6199
90057,52328.98791
90058,116083.4124
90059,109454.1722
90060,51872.43801
90061,115243.816
90062,51884.33395
90063,52820.84721
90064,77544.30476
90065,52825.21805
90066,115243.816
90067,122896.0374
90068,114353.4994
90069,109165.113
90070,109647.6112
90071,51862.61049
90072,128702.411
90073,107372.1414
90074,50421.11341
90075,44039.89069
90076,51641.04512
90077,122668.3088
90078,94521.95278
90079,52510.25005
90080,51668.7018
90081,114673.9932
90082,44888.1995
90083,122559.4252
90084,114453.1859
90085,115262.4815
90086,114929.3645
90087,110346.5233
90088,122896.0374
90089,50264.2763
90090,50359.96898
90091,51422.2444
90092,122559.4252
90093,43571.4339
90094,51958.03331
90095,52203.58782
90096,77493.56375
90097,121087.6473
90098,115262.4815
90099,51318.87816
90100,52643.2396
90101,107433.2459
90102,52708.84494
90103,114929.3645
90104,115029.553
90105,123005.2201
90106,109617.6103
90107,52472.72171
90108,51447.16432
90109,44743.99853
90110,88296.10853
90111,94521.95278
90112,108844.8591
90113,115160.1715
90114,51884.29171
90115,100394.2795
90116,122896.0374
90117,90586.40458
90118,122559.4252
90119,88092.75119
90120,122896.0374
90121,52942.01727
90122,109454.1722
90123,44610.46093
90124,109617.6103
90125,122668.3088
90126,109740.7493
90127,128779.2706
90128,51371.17522
90129,91631.1038
90130,107376.3237
90131,109331.3548
90132,129252.9977
90133,109042.6199
90134,53094.47636
90135,43552.98085
90136,101800.533
90137,43420.12113
90138,84132.05576
90139,122668.3088
90140,121139.6628
90141,50449.5274
90142,122083.3693
90143,121781.4127
90144,50420.14831
90145,52088.9685
90146,114453.1859
90147,107453.6408
90148,43420.77023
90149,43543.62029
90150,51462.37411
90151,77563.09889
90152,52037.48512
90153,109934.6948
90154,52396.20048
90155,90743.15493
90156,102183.0216
90157,109219.5568
90158,110828.2385
90159,51478.50536
90160,109331.3548
90161,114929.3645
90162,123005.2201
90163,122668.3088
90164,52260.36061
90165,51958.03331
90166,123005.2201
90167,51526.14343
90168,43698.79021
90169,53107.53078
90170,54690.23654
90171,114453.1859
90172,53121.50678
90173,115029.553
90174,109328.1195
90175,122668.3088
90176,107644.3303
90177,43581.18491
90178,107364.2325
90179,101703.1426
90180,128458.1168
90181,51879.00056
90182,51445.47339
90183,129011.4273
90184,123005.2201
90185,89297.11502
90186,115767.4684
90187,122559.4252
90188,114574.1144
90189,109331.3548
90190,52685.58789
90191,122559.4252
90192,52537.03996
90193,109454.1722
90194,100351.6254
90195,122559.4252
90196,43778.08062
90197,44849.92049
90198,80660.9177
90199,122668.3088
90200,52686.27294
90201,43531.04943
90202,115029.553
90203,123005.2201
90204,109328.1195
90205,114353.4994
90206,115767.4684
90207,114574.1144
90208,84379.34701
90209,51768.01931
90210,122668.3088
90211,50264.2763
90212,114353.4994
90213,101227.8822
90214,94521.95278
90215,52076.18888
90216,114353.4994
90217,109454.1722
90218,114453.1859
90219,109740.7493
90220,122559.4252
90221,116083.4124
90222,109740.7493
90223,114929.3645
90224,51847.40599
90225,45173.7448
90226,122559.4252
90227,52595.24034
90228,43531.04943
90229,122896.0374
90230,52595.24034
90231,51666.40398
90232,122454.6433
90233,51912.31088
90234,101172.9214
90235,114453.1859
90236,43604.29702
90237,122896.0374
90238,122668.3088
90239,52287.69129
90240,77493.56375
90241,83540.25405
90242,50225.08085
90243,43856.65267
90244,51565.62914
90245,52170.09059
90246,53479.20359
90247,109740.7493
90248,45095.56037
90249,107946.0207
90250,115029.553
90251,117002.6069
90252,114453.1859
90253,118993.6292
90254,115029.553
90255,114353.4994
90256,52739.97004
90257,120680.4731
90258,43560.15495
90259,102631.6225
90260,109647.6112
90261,122896.0374
90262,129084.97
90263,122668.3088
90264,122668.3088
90265,114929.3645
90266,80752.86194
90267,109740.7493
90268,116591.9959
90269,107938.8497
90270,115029.553
90271,123005.2201
90272,109740.7493
90273,122896.0374
90274,43375.26758
90275,80752.86194
90276,50082.12673
90277,88092.75119
90278,109740.7493
90279,114566.5031
90280,52260.36061
90281,100819.0226
90282,122559.4252
90283,44532.31775
90284,107009.6629
90285,51617.71085
90286,123005.2201
90287,80660.9177
90288,44635.69197
90289,44849.92049
90290,115029.553
90291,50377.65161
90292,51757.5444
90293,53491.08078
90294,101405.8761
90295,52561.4918
90296,52241.71186
90297,123005.2201
90298,53121.50678
90299,109454.1722
90300,51897.47781
90301,44392.44389
90302,109328.1195
90303,122559.4252
90304,90743.15493
90305,52060.50131
90306,114453.1859
90307,122668.3088
90308,107738.1682
90309,52362.57966
90310,52389.5638
90311,122271.7288
90312,123005.2201
90313,107278.6224
90314,122668.3088
90315,122668.3088
90316,114666.3753
90317,122668.3088
90318,119336.656
90319,122668.3088
90320,94916.87085
90321,51907.19275
90322,123005.2201
90323,109422.9977
90324,80680.46719
90325,43494.21872
90326,52820.84721
90327,52724.50772
90328,51573.8487
90329,122668.3088
90330,109331.3548
90331,122668.3088
90332,114353.4994
90333,51606.4108
90334,51617.71085
90335,88092.75119
90336,43531.04943
90337,122896.0374
90338,51862.61049
90339,114453.1859
90340,52163.49122
90341,123005.2201
90342,107485.5883
90343,52447.50316
90344,114353.4994
90345,122668.3088
90346,106995.3086
90347,114673.9932
90348,43494.5889
90349,122668.3088
90350,122559.4252
90351,88092.75119
90352,116492.2322
90353,122559.4252
90354,52215.97173
90355,109617.6103
90356,43538.15727
90357,77563.09889
90358,51942.14223
90359,51318.87816
90360,114929.3645
90361,84132.05576
90362,51685.54965
90363,92977.21998
90364,122559.4252
90365,43790.03457
90366,107102.9475
90367,122668.3088
90368,90743.15493
90369,122559.4252
90370,77563.09889
90371,114929.3645
90372,115029.553
90373,109740.7493
90374,114353.4994
90375,122668.3088
90376,107186.8916
90377,43591.39418
90378,52964.57786
90379,88092.75119
90380,122668.3088
90381,115457.0166
90382,129850.0025
90383,128692.3351
90384,122896.0374
90385,109454.1722
90386,122668.3088
90387,122668.3088
90388,109617.6103
90389,115143.4409
90390,51652.32407
90391,52906.01223
90392,115767.4684
90393,88296.10853
90394,115151.0905
90395,115251.4723
90396,44560.89117
90397,109454.1722
90398,123005.2201
90399,44697.76658
90400,114353.4994
90401,122559.4252
90402,120840.0403
90403,114353.4994
90404,99014.63931
90405,114929.3645
90406,121818.468
90407,122896.0374
90408,123005.2201
90409,109328.1195
90410,51589.66162
90411,122668.3088
90412,115029.553
90413,109617.6103
90414,94431.50793
90415,122668.3088
90416,51652.32407
90417,109617.6103
90418,50598.97789
90419,115029.553
90420,109454.1722
90421,94521.95278
90422,51398.709
90423,128869.9408
90424,123005.2201
90425,122668.3088
90426,122896.0374
90427,107648.5232
90428,43438.51789
90429,51599.29143
90430,122559.4252
90431,114453.1859
90432,107186.8916
90433,122559.4252
90434,109454.1722
90435,114453.1859
90436,53224.74292
90437,117100.9755
90438,51649.63339
90439,101536.5556
90440,85181.05692
90441,50186.64346
90442,52430.32424
90443,115151.0905
90444,121093.3992
90445,51621.37739
90446,51619.20049
90447,77544.30476
90448,107174.8218
90449,122896.0374
90450,109454.1722
90451,43790.03457
90452,128869.9408
90453,43515.60424
90454,122559.4252
90455,84326.27005
90456,51380.51545
90457,101351.7249
90458,84132.05576
90459,115664.7102
90460,51318.87816
90461,51416.52807
90462,51604.64131
90463,114353.4994
90464,122668.3088
90465,114453.1859
90466,109740.7493
90467,114929.3645
90468,43478.14671
90469,94521.95278
90470,109960.9568
90471,88092.75119
90472,88092.75119
90473,50509.08734
90474,101252.412
90475,43790.03457
90476,52334.55158
90477,50288.80634
90478,122896.0374
90479,51641.04512
90480,114929.3645
90481,121606.4952
90482,84132.05576
90483,51782.72026
90484,122896.0374
90485,122668.3088
90486,120868.2606
90487,51365.72824
90488,122668.3088
90489,114453.1859
90490,122559.4252
90491,84379.34701
90492,52164.24065
90493,90586.40458
90494,115029.553
90495,52087.69074
90496,52227.24854
90497,93015.25664
90498,51900.74299
90499,115457.0166
90500,53791.2161
90501,80660.9177
90502,114353.4994
90503,52901.21859
90504,44462.94474
90505,122668.3088
90506,114929.3645
90507,116083.4124
90508,114566.5031
90509,51584.96
90510,109740.7493
90511,122668.3088
90512,50420.14831
90513,108837.9281
90514,43753.52105
90515,121087.6473
90516,114929.3645
90517,44683.50085
90518,52573.4138
90519,101091.7886
90520,77421.13508
90521,51510.39627
90522,115055.5102
90523,90743.15493
90524,114793.0721
90525,114929.3645
90526,51862.61049
90527,88092.75119
90528,109740.7493
90529,109454.1722
90530,51368.39048
90531,107088.2812
90532,115029.553
90533,122559.4252
90534,126038.5113
90535,43414.83869
90536,114453.1859
90537,53706.52681
90538,53727.43257
90539,53180.70678
90540,122668.3088
90541,122668.3088
90542,84574.13216
90543,122668.3088
90544,121937.5155
90545,51240.30074
90546,51368.39048
90547,115029.553
90548,77351.72721
90549,114353.4994
90550,122668.3088
90551,114929.3645
90552,122668.3088
90553,114666.3753
90554,109647.6112
90555,88092.75119
90556,51447.16432
90557,92926.2535
90558,122668.3088
90559,51805.05782
90560,109994.7685
90561,43662.14089
90562,114353.4994
90563,115029.553
90564,80839.03471
90565,109042.6199
90566,51769.02343
90567,109331.3548
90568,115029.553
90569,115243.816
90570,90743.15493
90571,107458.6109
90572,114353.4994
90573,109617.6103
90574,122668.3088
90575,122668.3088
90576,52088.96104
90577,43448.50537
90578,109454.1722
90579,52496.51224
90580,102147.1252
90581,122896.0374
90582,121613.9902
90583,84132.05576
90584,109430.2672
90585,116169.6418
90586,84326.27005
90587,52739.97004
90588,51958.03331
90589,107295.18
90590,52964.57786
90591,84132.05576
90592,114353.4994
90593,122896.0374
90594,114566.5031
90595,114453.1859
90596,109042.6199
90597,114453.1859
90598,123005.2201
90599,52080.24973
90600,114566.5031
90601,122896.0374
90602,107644.3303
90603,84326.27005
90604,51417.90645
90605,114353.4994
90606,123005.2201
90607,52122.40618
90608,109165.113
90609,109454.1722
90610,77563.09889
90611,109331.3548
90612,110148.3793
90613,109331.3548
90614,43490.44172
90615,123005.2201
90616,121486.2147
90617,94521.95278
90618,107174.8218
90619,101350.6633
90620,121387.8836
90621,43772.05907
90622,122559.4252
90623,101368.1079
90624,43694.04757
90625,99272.99554
90626,52661.98905
90627,93754.40756
90628,107372.1414
90629,51195.23491
90630,51822.81153
90631,122559.4252
90632,43628.16212
90633,109331.3548
90634,107371.8412
90635,122668.3088
90636,77474.78647
90637,51607.90886
90638,115251.4723
90639,123005.2201
90640,52656.46497
90641,114929.3645
90642,100907.2768
90643,122896.0374
90644,53778.79792
90645,115457.0166
90646,53379.05158
90647,52456.59734
90648,84132.05576
90649,52285.18448
90650,106903.8201
90651,115559.5903
90652,114353.4994
90653,109934.6948
90654,115029.553
90655,122896.0374
90656,109454.1722
90657,52867.27371
90658,52207.63047
90659,122896.0374
90660,51512.28502
90661,122668.3088
90662,52910.0877
90663,122668.3088
90664,80839.03471
90665,107644.3303
90666,51467.21728
90667,44514.84355
90668,88092.75119
90669,53245.53952
90670,50082.12673
90671,122559.4252
90672,123005.2201
90673,80680.46719
90674,114453.1859
90675,43552.98085
90676,43818.66063
90677,109454.1722
90678,44714.95353
90679,123005.2201
90680,51447.16432
90681,122668.3088
90682,107174.8218
90683,107068.2551
90684,122668.3088
90685,51617.71085
90686,122559.4252
90687,116688.8428
90688,52327.24677
90689,53093.81219
90690,123005.2201
90691,114929.3645
90692,115029.553
90693,122896.0374
90694,84132.05576
90695,109454.1722
90696,114453.1859
90697,51641.04512
90698,100653.7046
90699,44508.93382
90700,52423.20195
90701,90743.15493
90702,100394.2795
90703,122668.3088
90704,109644.3665
90705,123005.2201
90706,129850.0025
90707,110242.6752
90708,126274.5151
90709,115151.0905
90710,116083.4124
90711,53164.01208
90712,114929.3645
90713,120927.753
90714,114353.4994
90715,114353.4994
90716,100043.4876
90717,115029.553
90718,51969.03779
90719,52661.98905
90720,122668.3088
90721,88092.75119
90722,52333.06149
90723,114929.3645
90724,52340.5023
90725,114929.3645
90726,88092.75119
90727,50361.65721
90728,77563.09889
90729,109331.3548
90730,53410.98197
90731,99033.84308
90732,109617.6103
90733,52329.69193
90734,114353.4994
90735,90743.15493
90736,114929.3645
90737,109960.9568
90738,122559.4252
90739,101368.1079
90740,114929.3645
90741,122559.4252
90742,123005.2201
90743,84132.05576
90744,115029.553
90745,77493.56375
90746,50838.75412
90747,84132.05576
90748,53271.85164
90749,44391.89672
90750,122559.4252
90751,51675.12272
90752,88092.75119
90753,51573.3254
90754,114929.3645
90755,107186.8916
90756,122559.4252
90757,52364.31862
90758,114353.4994
90759,123005.2201
90760,114353.4994
90761,115664.7102
90762,44846.44407
90763,122668.3088
90764,52867.27371
90765,51641.04512
90766,53368.42428
90767,114566.5031
90768,43846.77348
90769,109740.7493
90770,122559.4252
90771,107492.4573
90772,88296.10853
90773,125330.4728
90774,88907.82627
90775,115767.4684
90776,52037.71138
90777,122668.3088
90778,122668.3088
90779,122896.0374
90780,44697.7617
90781,129223.2093
90782,114929.3645
90783,52739.97004
90784,123005.2201
90785,51725.73598
90786,109331.3548
90787,100739.7101
90788,122668.3088
90789,51565.62914
90790,52110.50244
90791,51641.04512
90792,109811.3382
90793,130371.3513
90794,44651.67342
90795,52592.16544
90796,43733.69392
90797,115160.1715
90798,115243.816
90799,120958.1317
90800,44569.19515
90801,122668.3088
90802,52592.16544
90803,115251.4723
90804,50082.12673
90805,122559.4252
90806,44049.31937
90807,122668.3088
90808,114353.4994
90809,52254.32159
90810,115029.553
90811,109960.9568
90812,122559.4252
90813,122896.0374
90814,52574.68957
90815,52325.22551
90816,115664.7102
90817,128869.9408
90818,101534.691
90819,52375.60019
90820,114929.3645
90821,43523.02182
90822,108837.9281
90823,122559.4252
90824,115029.553
90825,94521.95278
90826,110346.5233
90827,114353.4994
90828,94521.95278
90829,84132.05576
90830,51323.26742
90831,115029.553
90832,44532.31775
90833,53479.20359
90834,51935.83959
90835,116695.578
90836,44532.31775
90837,109960.9568
90838,115029.553
90839,50421.11341
90840,122559.4252
90841,122559.4252
90842,44628.05467
90843,90586.40458
90844,129465.1763
90845,51687.19973
90846,123005.2201
90847,122896.0374
90848,116695.578
90849,88092.75119
90850,114574.1144
90851,122896.0374
90852,51992.45062
90853,115151.0905
90854,101737.2911
90855,52444.61973
90856,107278.6224
90857,114929.3645
90858,52453.31433
90859,109450.9332
90860,120982.1823
90861,121922.3522
90862,77563.09889
90863,107644.3303
90864,50382.10982
90865,109328.1195
90866,109960.9568
90867,52004.78445
90868,122559.4252
90869,109811.3382
90870,52130.54642
90871,114453.1859
90872,115143.4409
90873,51281.98057
90874,50361.65721
90875,122559.4252
90876,123005.2201
90877,51872.96211
90878,116898.7523
90879,100380.8125
90880,129158.5765
90881,84132.05576
90882,114929.3645
90883,125720.4712
90884,107834.5708
90885,123005.2201
90886,114929.3645
90887,43685.01318
90888,110828.2385
90889,122226.9738
90890,109617.6103
90891,52073.27007
90892,123005.2201
90893,109934.6948
90894,109454.1722
90895,122668.3088
90896,122896.0374
90897,84379.34701
90898,51641.04512
90899,52414.8923
90900,114929.3645
90901,122559.4252
90902,52898.49103
90903,84379.34701
90904,88351.6842
90905,122896.0374
90906,51603.09679
90907,51057.35795
90908,109696.3522
90909,77474.78647
90910,115143.4409
90911,122896.0374
90912,51768.01931
90913,107174.8218
90914,52898.49103
90915,51573.8487
90916,94431.50793
90917,116083.4124
90918,43733.04014
90919,114574.1144
90920,109740.7493
90921,52203.58782
90922,52820.84721
90923,122896.0374
90924,84132.05576
90925,52847.34898
90926,43599.17519
90927,51877.52345
90928,114453.1859
90929,50175.04674
90930,122559.4252
90931,80660.9177
90932,109454.1722
90933,84132.05576
90934,107938.8497
90935,109219.5568
90936,122668.3088
90937,52111.98619
90938,114453.1859
90939,109696.3522
90940,122559.4252
90941,51844.23544
90942,123005.2201
90943,44705.33451
90944,115664.7102
90945,109358.0411
90946,115767.4684
90947,51877.52345
90948,43809.24297
90949,52080.24973
90950,109328.1195
90951,122559.4252
90952,115765.6572
90953,122896.0374
90954,115029.553
90955,122559.4252
90956,51958.03331
